line_number,raw_field_count,expected_field_count,repair_action,food_item_after_repair
489,12,12,no_repair_needed,Soy Sauce (1 tbsp in stir-fry)
490,12,12,no_repair_needed,Aji Amarillo Paste (1 tsp)
491,12,12,no_repair_needed,Pisco Sour (1 drink)
492,12,12,no_repair_needed,Egg White (in drink)
493,12,12,no_repair_needed,Angostura Bitters (dash)
494,12,12,no_repair_needed,Alfajores (1 cookie)
495,12,12,no_repair_needed,Dulce de Leche (1 tbsp filling)
496,12,12,no_repair_needed,Coconut (shredded garnish)
497,12,12,no_repair_needed,Mate (1 cup)
498,12,12,no_repair_needed,Media Luna (1 pastry)
499,12,12,no_repair_needed,Chimichurri (1 tbsp)
500,12,12,no_repair_needed,Skirt Steak (4oz grilled)
501,12,12,no_repair_needed,Provoleta (1 oz grilled cheese)
502,12,12,no_repair_needed,Oregano (1 tsp)
503,12,12,no_repair_needed,Empanada (Beef 1 medium)
504,12,12,no_repair_needed,Chicken Milanesa (1 serving)
505,12,12,no_repair_needed,Mashed Potatoes (side)
506,12,12,no_repair_needed,Flan (1 slice)
507,12,12,no_repair_needed,Choripan (1 sandwich)
508,12,12,no_repair_needed,Baguette (slice)
509,12,12,no_repair_needed,Chimichurri (1 tbsp)
510,12,12,no_repair_needed,Pizza (Margherita 1 slice)
511,12,12,no_repair_needed,Fresh Mozzarella (1 oz)
512,12,12,no_repair_needed,Basil (2 tbsp fresh)
513,12,12,no_repair_needed,Carbonara (1.5 cups)
514,12,12,no_repair_needed,Guanciale (1 oz)
515,12,12,no_repair_needed,Pecorino Cheese (1 tbsp)
516,12,12,no_repair_needed,Black Pepper (1/4 tsp)
517,12,12,no_repair_needed,Egg Yolk (1 large in sauce)
518,12,12,no_repair_needed,Supplì (1 piece fried rice ball)
519,12,12,no_repair_needed,Aperol Spritz (1 drink)
520,12,12,no_repair_needed,Prosecco (3 oz)
521,12,12,no_repair_needed,Club Soda (2 oz)
522,12,12,no_repair_needed,Orange Slice (garnish)
523,12,12,no_repair_needed,Tagliatelle al Ragù (Bolognese)
524,12,12,no_repair_needed,Ground Beef (2 oz in sauce)
525,12,12,no_repair_needed,Pancetta (0.5 oz in sauce)
526,12,12,no_repair_needed,Carrot (1/4 minced in sauce)
527,12,12,no_repair_needed,Celery (1/4 stalk minced)
528,12,12,no_repair_needed,Onion (1/8 minced in sauce)
529,12,12,no_repair_needed,Crushed Tomatoes (1/2 cup sauce)
530,12,12,no_repair_needed,Parmigiano-Reggiano (1 tbsp)
531,12,12,no_repair_needed,Cannoli (1 medium)
532,12,12,no_repair_needed,Ricotta (filling 1 oz)
533,12,12,no_repair_needed,Pistachio (garnish)
534,12,12,no_repair_needed,Biscotti (1 cookie)
535,12,12,no_repair_needed,Espresso (for dipping)
536,12,12,no_repair_needed,Focaccia (1 square)
537,12,12,no_repair_needed,Rosemary (1 tsp topping)
538,12,12,no_repair_needed,Coarse Salt (garnish)
539,12,12,no_repair_needed,Olive Oil (1 tbsp drizzle)
540,12,12,no_repair_needed,Bruschetta (2 pcs)
541,12,12,no_repair_needed,Balsamic Glaze (1 tsp)
542,12,12,no_repair_needed,Ribollita (1.5 cups soup)
543,12,12,no_repair_needed,Cannellini Beans (1/2 cup in soup)
544,12,12,no_repair_needed,Kale (1 cup in soup)
545,12,12,no_repair_needed,Stale Bread (1/2 cup in soup)
546,12,12,no_repair_needed,Polenta (1 cup creamy)
547,12,12,no_repair_needed,Gorgonzola Cheese (1 oz)
548,12,12,no_repair_needed,Negroni (1 drink)
549,12,12,no_repair_needed,Gin (1 oz)
550,12,12,no_repair_needed,Campari (1 oz)
551,12,12,no_repair_needed,Sweet Vermouth (1 oz)
552,12,12,no_repair_needed,Orange Peel (garnish)
553,12,12,no_repair_needed,Osso Buco (1 serving)
554,12,12,no_repair_needed,Gremolata (1 tbsp)
555,12,12,no_repair_needed,Risotto alla Milanese (1 cup)
556,12,12,no_repair_needed,Saffron (pinch in risotto)
557,12,12,no_repair_needed,Panettone (1 slice)
558,12,12,no_repair_needed,Candied Fruit (1 tbsp)
559,12,12,no_repair_needed,Amaretti Cookie (2 cookies)
560,12,12,no_repair_needed,Limoncello (1.5 oz shot)
561,12,12,no_repair_needed,Panna Cotta (1 serving)
562,12,12,no_repair_needed,Berry Coulis (1 tbsp)
563,12,12,no_repair_needed,Saltimbocca (1 serving)
564,12,12,no_repair_needed,Prosciutto (1 slice wrapper)
565,12,12,no_repair_needed,Sage (2 leaves)
566,12,12,no_repair_needed,White Wine Sauce (1/4 cup)
567,12,12,no_repair_needed,Polenta (grilled 1 slice)
568,12,12,no_repair_needed,Caponata (1/2 cup)
569,12,12,no_repair_needed,Eggplant (1/2 cup in caponata)
570,12,12,no_repair_needed,Pine Nuts (1/2 tbsp)
571,12,12,no_repair_needed,Raisins (1 tbsp)
572,12,12,no_repair_needed,Gelato (Pistachio 1/2 cup)
573,12,12,no_repair_needed,Waffle Cone (1 small)
574,12,12,no_repair_needed,Cacio e Pepe (1.5 cups)
575,12,12,no_repair_needed,Pecorino Romano (1/4 cup)
576,12,12,no_repair_needed,Black Pepper (1/2 tsp)
577,12,12,no_repair_needed,Fiorentina Steak (3oz portion)
578,12,12,no_repair_needed,Olive Oil (1 tbsp drizzle)
579,12,12,no_repair_needed,Rosemary (garnish)
580,12,12,no_repair_needed,White Beans (Tuscan style 1/2 cup)
581,12,12,no_repair_needed,Garlic (1 clove in beans)
582,12,12,no_repair_needed,Sage (in beans)
583,12,12,no_repair_needed,Arancini (1 large ball)
584,12,12,no_repair_needed,Ragù (filling 1 tbsp)
585,12,12,no_repair_needed,Mozzarella (filling 0.5 oz)
586,12,12,no_repair_needed,Breadcrumbs (coating)
587,12,12,no_repair_needed,Campari & Soda (1 drink)
588,12,12,no_repair_needed,Olive (garnish)
589,12,12,no_repair_needed,Vitello Tonnato (1 serving)
590,12,12,no_repair_needed,Tuna Sauce (2 tbsp)
591,12,12,no_repair_needed,Capers (garnish)
592,12,12,no_repair_needed,Lemon Slice (garnish)
593,12,12,no_repair_needed,Gnocchi alla Sorrentina (1.5 cups)
594,12,12,no_repair_needed,Tomato Sauce (1/2 cup)
595,12,12,no_repair_needed,Mozzarella (1 oz melted)
596,12,12,no_repair_needed,Basil (fresh garnish)
597,12,12,no_repair_needed,Parmigiano-Reggiano (1 tbsp)
598,12,12,no_repair_needed,Pesto (1/4 cup)
599,12,12,no_repair_needed,Pine Nuts (1 tbsp in pesto)
600,12,12,no_repair_needed,Garlic (1/2 clove in pesto)
601,12,12,no_repair_needed,Trofie Pasta (1 cup cooked)
602,12,12,no_repair_needed,Green Beans (1/2 cup w/ pasta)
603,12,12,no_repair_needed,Potato (1/2 w/ pasta)
604,12,12,no_repair_needed,Espresso Martini (1 drink)
605,12,12,no_repair_needed,Vodka (1.5 oz)
606,12,12,no_repair_needed,Coffee Liqueur (1 oz)
607,12,12,no_repair_needed,Espresso (1 oz in drink)
608,12,12,no_repair_needed,Simple Syrup (1/2 oz)
609,12,12,no_repair_needed,Coffee Beans (3 garnish)
610,12,12,no_repair_needed,Baba Ganoush (1/4 cup)
611,12,12,no_repair_needed,Pita Bread (1 white)
612,12,12,no_repair_needed,Falafel (3 pieces)
613,12,12,no_repair_needed,Tahini Sauce (1 tbsp)
614,12,12,no_repair_needed,Pickled Turnips (2 tbsp)
615,12,12,no_repair_needed,Shawarma (Chicken 1 wrap)
616,12,12,no_repair_needed,Garlic Sauce (1 tbsp)
617,12,12,no_repair_needed,Hummus (1/4 cup)
618,12,12,no_repair_needed,Tabouli (1/2 cup)
619,12,12,no_repair_needed,Bulgur (1/4 cup in tabouli)
620,12,12,no_repair_needed,Parsley (1/4 cup in tabouli)
621,12,12,no_repair_needed,Mint (1 tbsp in tabouli)
622,12,12,no_repair_needed,Lemon Juice (1 tbsp dressing)
623,12,12,no_repair_needed,Olive Oil (1 tbsp dressing)
624,12,12,no_repair_needed,Kibbeh (1 piece fried)
625,12,12,no_repair_needed,Pine Nuts (1/2 tbsp filling)
626,12,12,no_repair_needed,Ground Lamb (1 oz filling)
627,12,12,no_repair_needed,Bulgur (1 tbsp shell)
628,12,12,no_repair_needed,Lentil Soup (1 cup Middle Eastern)
629,12,12,no_repair_needed,Cumin (1 tsp)
630,12,12,no_repair_needed,Coriander (1 tsp)
631,12,12,no_repair_needed,Lemon Juice (1 tsp in soup)
632,12,12,no_repair_needed,Pita Crisps (1 oz)
633,12,12,no_repair_needed,Manakeesh (Za'atar 1 small)
634,12,12,no_repair_needed,Za'atar (1 tbsp)
635,12,12,no_repair_needed,Olive Oil (1 tbsp on bread)
636,12,12,no_repair_needed,Labneh (2 tbsp)
637,12,12,no_repair_needed,Cucumber (1/4 cup side)
638,12,12,no_repair_needed,Tomato (1/4 cup side)
639,12,12,no_repair_needed,Olives (5 side)
640,12,12,no_repair_needed,Mint Tea (1 cup)
641,12,12,no_repair_needed,Stuffed Grape Leaves (3 pcs)
642,12,12,no_repair_needed,Rice (1/4 cup filling)
643,12,12,no_repair_needed,Turkish Coffee (1 small cup)
644,12,12,no_repair_needed,Cardamom (in coffee)
645,12,12,no_repair_needed,Shish Tawook (2 skewers)
646,12,12,no_repair_needed,Garlic Sauce (Toum 1 tbsp)
647,12,12,no_repair_needed,French Fries (side)
648,12,12,no_repair_needed,Pickled Cucumber (1/4 cup)
649,12,12,no_repair_needed,Fattoush Salad (1.5 cups)
650,12,12,no_repair_needed,Fried Pita (1/2 pita in salad)
651,12,12,no_repair_needed,Sumac (1/2 tsp dressing)
652,12,12,no_repair_needed,Pomegranate Molasses (1 tsp)
