age,gender,weight_kg,height_m,max_bpm,avg_bpm,resting_bpm,session_duration_hours,calories_burned,workout_type,fat_percentage,water_intake_liters,workout_frequency_days_week,experience_level,bmi,bpm_response_ratio,intensity_band,calorie_burn_rate_kcal_per_hour,calories_burned_zscore,calorie_outlier_3sigma,calories_burned_clean
23,Male,80.9,1.8,178,126,59,1.55,1074.0,Cardio,10.7,3.5,4,3,24.97,0.7078651685393258,Mid,692.9032258064516,0.6183122704876926,False,1074.0
25,Female,43.1,1.62,196,161,65,1.04,837.0,HIIT,33.6,1.8,4,2,16.42,0.8214285714285714,Mid,804.8076923076923,-0.2509610635369887,False,837.0
44,Female,59.1,1.52,177,136,56,1.58,967.0,Yoga,18.4,2.7,5,3,25.58,0.768361581920904,Mid,612.0253164556962,0.22585553318541027,False,967.0
26,Female,54.0,1.53,175,148,54,1.14,844.0,Strength,26.9,1.7,3,1,23.07,0.8457142857142858,Mid,740.3508771929825,-0.2252863237134749,False,844.0
54,Female,72.3,1.78,163,149,72,1.27,852.0,Cardio,27.7,1.8,2,1,22.82,0.9141104294478528,High,670.8661417322835,-0.19594376391517343,False,852.0
50,Male,51.1,1.98,171,126,52,0.92,574.0,Yoga,28.0,2.4,2,1,13.03,0.7368421052631579,Mid,623.9130434782609,-1.2155977169061496,False,574.0
59,Male,89.4,1.72,188,152,67,1.08,813.0,Yoga,24.5,3.2,3,1,30.22,0.8085106382978723,Mid,752.7777777777777,-0.33898874293189313,False,813.0
41,Male,51.5,1.8,166,126,60,1.09,680.0,Strength,26.7,2.1,4,2,15.9,0.7590361445783133,Mid,623.8532110091743,-0.8268087995786552,False,680.0
32,Male,87.9,1.88,173,143,64,1.52,1195.0,Cardio,11.6,3.5,5,3,24.87,0.8265895953757225,Mid,786.1842105263157,1.0621184874370022,False,1195.0
49,Female,42.0,1.52,171,130,70,1.1,644.0,HIIT,28.8,2.2,3,1,18.18,0.7602339181286549,Mid,585.4545454545454,-0.9588503186710118,False,644.0
49,Male,79.2,1.72,194,128,69,1.46,925.0,Yoga,29.9,3.3,3,1,26.77,0.6597938144329897,Low,633.5616438356165,0.07180709424432753,False,925.0
41,Male,64.8,1.71,164,131,54,1.2,778.0,Strength,22.5,2.8,3,2,22.16,0.7987804878048781,Mid,648.3333333333334,-0.4673624420494621,False,778.0
58,Female,63.0,1.78,176,154,73,1.58,1095.0,HIIT,17.5,2.7,4,3,19.88,0.875,High,693.0379746835442,0.6953364899582338,False,1095.0
29,Female,56.2,1.77,191,123,61,0.68,418.0,Yoga,33.4,2.6,3,1,17.94,0.643979057591623,Low,614.7058823529411,-1.7877776329730284,False,418.0
56,Female,52.9,1.64,169,155,53,1.1,767.0,Cardio,27.4,2.3,3,2,19.67,0.9171597633136095,High,697.2727272727273,-0.5077084617721266,False,767.0
19,Female,49.0,1.69,176,147,64,1.05,772.0,Yoga,29.2,2.4,3,1,17.16,0.8352272727272727,Mid,735.2380952380952,-0.4893693618981882,False,772.0
20,Male,128.2,1.84,164,132,58,0.83,603.0,HIIT,26.2,2.3,3,1,37.87,0.8048780487804879,Mid,726.5060240963855,-1.1092309376373068,False,603.0
54,Male,83.6,1.86,168,142,56,1.54,1082.0,HIIT,12.4,3.5,5,3,24.16,0.8452380952380952,Mid,702.5974025974026,0.647654830285994,False,1082.0
34,Female,56.2,1.77,192,138,59,1.81,1249.0,Cardio,17.3,2.7,5,3,17.94,0.71875,Mid,690.0552486187845,1.2601807660755373,False,1249.0
19,Male,87.8,1.78,195,161,72,1.28,1133.0,Cardio,23.6,3.3,2,1,27.71,0.8256410256410256,Mid,885.15625,0.8347136490001659,False,1133.0
19,Male,85.9,1.85,195,156,62,1.66,1424.0,Strength,12.9,3.5,4,3,25.1,0.8,Mid,857.8313253012049,1.902049261663382,False,1424.0
45,Male,51.1,1.87,177,158,57,1.44,1126.0,Cardio,26.2,3.4,4,2,14.61,0.8926553672316384,High,781.9444444444445,0.8090389091766521,False,1126.0
40,Female,57.4,1.71,168,143,61,1.87,1337.0,Strength,18.3,2.7,5,3,19.63,0.8511904761904762,High,714.9732620320855,1.5829489238568535,False,1337.0
54,Male,114.9,1.92,188,135,71,1.2,802.0,HIIT,20.7,2.6,4,2,31.17,0.7180851063829787,Mid,668.3333333333334,-0.3793347626545576,False,802.0
49,Female,62.1,1.66,173,152,73,1.37,937.0,HIIT,31.3,1.8,3,2,22.54,0.8786127167630058,High,683.941605839416,0.11582093394177974,False,937.0
50,Male,57.1,1.91,184,131,68,1.09,707.0,Yoga,29.5,2.7,4,2,15.65,0.7119565217391305,Mid,648.6238532110091,-0.7277776602593876,False,707.0
18,Male,68.1,1.8,174,153,50,1.1,926.0,Yoga,25.4,3.3,4,2,21.02,0.8793103448275862,High,841.8181818181818,0.07547491421911522,False,926.0
36,Male,69.2,1.65,165,126,65,1.23,852.0,Strength,27.2,2.7,3,1,25.42,0.7636363636363637,Mid,692.6829268292684,-0.19594376391517343,False,852.0
19,Female,65.2,1.52,188,130,71,1.23,800.0,Cardio,30.6,2.4,3,1,28.22,0.6914893617021277,Low,650.4065040650406,-0.386670402604133,False,800.0
43,Male,108.6,1.73,174,150,66,1.33,988.0,Cardio,28.5,2.2,2,1,36.29,0.8620689655172413,High,742.8571428571428,0.30287975265595163,False,988.0
49,Female,40.0,1.65,188,148,74,1.03,686.0,Yoga,34.3,2.5,3,2,14.69,0.7872340425531915,Mid,666.0194174757281,-0.804801879729929,False,686.0
23,Female,41.9,1.58,163,132,67,0.56,370.0,HIIT,26.8,1.8,3,1,16.78,0.8098159509202454,Mid,660.7142857142857,-1.9638329917628372,False,370.0
49,Female,68.3,1.52,177,150,60,1.45,979.0,Strength,29.4,1.8,4,2,29.56,0.847457627118644,Mid,675.1724137931035,0.2698693728828625,False,979.0
21,Male,88.4,1.6,198,121,67,1.71,1138.0,HIIT,12.0,3.5,4,3,34.53,0.6111111111111112,Low,665.4970760233919,0.8530527488741043,False,1138.0
28,Male,66.0,1.9,175,158,56,1.18,1025.0,HIIT,24.1,3.0,3,1,18.28,0.9028571428571428,High,868.6440677966102,0.43858909172309596,False,1025.0
34,Male,71.9,1.64,170,134,67,1.26,929.0,Cardio,21.3,2.1,4,2,26.73,0.788235294117647,Mid,737.3015873015873,0.08647837414347827,False,929.0
55,Male,75.6,1.71,173,130,57,1.03,663.0,Strength,28.1,2.0,4,2,25.85,0.7514450867052023,Mid,643.6893203883495,-0.8891617391500458,False,663.0
41,Female,63.4,1.59,162,153,55,1.84,1267.0,HIIT,15.2,2.7,5,3,25.08,0.9444444444444444,High,688.5869565217391,1.3262015256217157,False,1267.0
22,Female,71.6,1.77,197,158,56,1.49,1177.0,Yoga,30.3,1.8,3,1,22.85,0.8020304568527918,Mid,789.9328859060403,0.996097727890824,False,1177.0
51,Female,57.4,1.77,177,123,72,1.08,598.0,Yoga,31.6,2.1,4,2,18.32,0.6949152542372882,Low,553.7037037037037,-1.1275700375112452,False,598.0
23,Male,83.8,1.99,179,130,71,1.79,1280.0,Cardio,11.0,3.5,4,3,21.16,0.7262569832402235,Mid,715.0837988826815,1.3738831852939555,False,1280.0
39,Female,55.9,1.71,184,148,59,1.95,1443.0,Yoga,19.5,2.7,5,3,19.12,0.8043478260869565,Mid,740.0,1.971737841184348,False,1443.0
28,Male,87.0,1.76,197,121,60,1.2,799.0,Yoga,28.4,3.5,3,2,28.09,0.6142131979695431,Low,665.8333333333334,-0.3903382225789207,False,799.0
33,Female,65.3,1.71,172,135,74,1.18,796.0,HIIT,29.7,2.5,4,2,22.33,0.7848837209302325,Mid,674.5762711864407,-0.4013416825032838,False,796.0
50,Male,45.4,1.67,163,158,62,1.37,1071.0,Yoga,24.1,2.8,4,2,16.28,0.9693251533742331,High,781.7518248175182,0.6073088105633294,False,1071.0
26,Male,87.1,1.87,173,132,58,1.71,1241.0,Yoga,11.2,3.5,4,3,24.91,0.7630057803468208,Mid,725.7309941520468,1.2308382062772358,False,1241.0
23,Female,78.6,1.73,192,156,56,1.47,1147.0,HIIT,32.3,1.5,4,2,26.26,0.8125,Mid,780.2721088435375,0.8860631286471935,False,1147.0
33,Female,78.0,1.71,187,136,58,1.08,734.0,Cardio,26.3,2.1,3,1,26.67,0.7272727272727273,Mid,679.6296296296296,-0.6287465209401202,False,734.0
46,Female,58.0,1.53,196,140,62,1.83,1153.0,Cardio,18.4,2.7,4,3,24.78,0.7142857142857143,Mid,630.0546448087431,0.9080700484959195,False,1153.0
20,Female,71.3,1.69,167,163,52,1.28,1043.0,Strength,33.4,2.3,3,2,24.96,0.9760479041916168,High,814.84375,0.5046098512692743,False,1043.0
37,Male,49.1,1.74,193,138,52,1.11,842.0,Yoga,22.3,2.6,3,2,16.22,0.7150259067357513,Mid,758.5585585585585,-0.23262196366305027,False,842.0
53,Female,78.3,1.65,164,126,50,1.24,703.0,HIIT,33.7,1.6,3,1,28.76,0.7682926829268293,Mid,566.9354838709678,-0.7424489401585384,False,703.0
36,Female,57.3,1.64,164,157,70,1.13,887.0,Strength,25.3,1.8,4,2,21.3,0.9573170731707317,High,784.9557522123895,-0.06757006479760448,False,887.0
43,Female,48.4,1.61,190,127,69,1.28,732.0,Cardio,34.1,2.4,2,1,18.67,0.6684210526315789,Low,571.875,-0.6360821608896956,False,732.0
20,Male,76.4,1.62,168,132,51,1.35,980.0,Cardio,21.2,2.6,4,2,29.11,0.7857142857142857,Mid,725.9259259259259,0.27353719285765016,False,980.0
36,Male,110.2,1.77,191,156,74,1.19,1021.0,HIIT,26.5,3.4,2,1,35.18,0.8167539267015707,Mid,857.983193277311,0.4239178118239452,False,1021.0
37,Female,72.9,1.76,192,121,52,1.21,732.0,Strength,27.5,1.9,3,2,23.53,0.6302083333333334,Low,604.9586776859504,-0.6360821608896956,False,732.0
49,Male,82.1,1.86,162,160,64,1.87,1481.0,Strength,14.2,3.5,4,3,23.73,0.9876543209876543,High,791.9786096256684,2.11111500022628,False,1481.0
24,Female,58.9,1.76,189,130,73,0.63,410.0,HIIT,30.1,1.7,3,1,19.01,0.6878306878306878,Low,650.7936507936508,-1.8171201927713299,False,410.0
58,Male,82.2,1.87,171,143,55,1.57,1111.0,HIIT,10.7,3.5,4,3,23.51,0.8362573099415205,Mid,707.6433121019109,0.7540216095548368,False,1111.0
50,Male,96.7,1.72,188,125,62,1.46,903.0,Strength,25.7,2.7,3,2,32.69,0.6648936170212766,Low,618.4931506849315,-0.008884945201001528,False,903.0
57,Male,81.4,1.86,162,145,70,1.8,1292.0,Cardio,12.0,3.5,5,3,23.53,0.8950617283950617,High,717.7777777777777,1.4178970249914078,False,1292.0
56,Male,107.8,1.73,185,126,50,1.09,680.0,Yoga,26.6,2.8,3,2,36.02,0.6810810810810811,Low,623.8532110091743,-0.8268087995786552,False,680.0
35,Female,65.8,1.62,189,158,69,1.0,790.0,Cardio,33.8,1.5,4,2,25.07,0.8359788359788359,Mid,790.0,-0.4233486023520099,False,790.0
57,Female,68.5,1.56,168,138,68,1.45,900.0,HIIT,29.1,1.6,4,2,28.15,0.8214285714285714,Mid,620.6896551724138,-0.01988840512536458,False,900.0
18,Female,63.9,1.59,185,125,50,1.87,1169.0,Strength,16.4,2.7,4,3,25.28,0.6756756756756757,Low,625.1336898395722,0.9667551680925225,False,1169.0
28,Male,76.3,1.62,161,162,70,1.16,1034.0,Strength,20.1,2.3,3,2,29.07,1.0062111801242235,High,891.3793103448277,0.47159947149618514,False,1034.0
45,Female,44.5,1.65,162,148,71,1.44,959.0,Yoga,30.7,1.6,3,1,16.35,0.9135802469135802,High,665.9722222222223,0.1965129733871088,False,959.0
42,Female,50.7,1.75,163,162,51,1.29,940.0,Strength,29.0,1.9,3,2,16.56,0.9938650306748467,High,728.6821705426356,0.1268243938661428,False,940.0
40,Female,55.1,1.61,184,158,64,1.55,1224.0,Yoga,16.9,2.7,4,3,21.26,0.8586956521739131,High,789.6774193548387,1.1684852667058452,False,1224.0
48,Male,73.7,1.61,172,121,63,1.36,815.0,Cardio,21.8,3.6,4,2,28.43,0.7034883720930233,Mid,599.2647058823529,-0.33165310298231776,False,815.0
47,Male,55.6,1.77,198,138,68,1.2,820.0,Cardio,24.3,2.9,4,2,17.75,0.696969696969697,Low,683.3333333333334,-0.3133140031083793,False,820.0
59,Male,86.9,1.76,194,123,60,1.13,688.0,Strength,29.8,3.1,3,2,28.05,0.634020618556701,Low,608.849557522124,-0.7974662397803537,False,688.0
52,Female,60.3,1.68,182,125,64,1.6,900.0,Strength,16.5,2.7,4,3,21.36,0.6868131868131868,Low,562.5,-0.01988840512536458,False,900.0
24,Female,40.4,1.64,168,168,55,0.99,832.0,HIIT,31.0,1.9,2,1,15.02,1.0,High,840.4040404040404,-0.2693001634109271,False,832.0
33,Female,78.5,1.66,161,156,69,1.29,1006.0,HIIT,32.8,1.9,4,2,28.49,0.968944099378882,High,779.8449612403101,0.36890051220212994,False,1006.0
43,Male,102.6,1.72,190,147,58,0.82,597.0,Strength,27.5,2.0,2,1,34.68,0.7736842105263158,Mid,728.048780487805,-1.131237857486033,False,597.0
19,Male,110.8,1.91,161,149,54,1.31,1074.0,Strength,23.3,2.9,2,1,30.37,0.9254658385093167,High,819.8473282442748,0.6183122704876926,False,1074.0
18,Female,60.9,1.79,191,126,69,1.11,699.0,Cardio,31.1,2.1,2,1,19.01,0.6596858638743456,Low,629.7297297297297,-0.7571202200576891,False,699.0
29,Male,55.7,1.61,177,128,51,1.41,993.0,Strength,28.7,2.3,3,1,21.49,0.7231638418079096,Mid,704.2553191489362,0.3212188525298901,False,993.0
22,Male,110.5,1.92,172,144,55,1.16,919.0,HIIT,20.2,3.3,3,2,29.98,0.8372093023255814,Mid,792.2413793103449,0.04980017439560142,False,919.0
54,Male,55.2,1.71,164,152,67,0.77,579.0,Cardio,24.4,2.8,2,1,18.88,0.926829268292683,High,751.9480519480519,-1.1972586170322113,False,579.0
49,Male,46.5,1.72,169,120,72,1.4,832.0,Yoga,22.2,2.6,4,2,15.72,0.7100591715976331,Mid,594.2857142857143,-0.2693001634109271,False,832.0
26,Female,70.9,1.66,184,125,68,0.81,506.0,HIIT,28.9,1.7,3,1,25.73,0.6793478260869565,Low,624.6913580246913,-1.4650094751917122,False,506.0
58,Male,74.6,1.75,193,137,58,1.09,739.0,HIIT,24.2,2.9,2,1,24.36,0.7098445595854922,Mid,677.9816513761467,-0.6104074210661817,False,739.0
52,Male,45.1,1.72,196,129,70,0.93,594.0,Cardio,27.5,3.3,2,1,15.24,0.6581632653061225,Low,638.7096774193548,-1.142241317410396,False,594.0
36,Male,99.9,1.99,189,147,73,1.33,1075.0,Yoga,20.9,2.5,3,1,25.23,0.7777777777777778,Mid,808.2706766917292,0.6219800904624802,False,1075.0
33,Male,117.0,1.61,166,130,55,1.04,744.0,HIIT,25.1,2.4,3,2,45.14,0.7831325301204819,Mid,715.3846153846154,-0.5920683211922433,False,744.0
20,Female,75.9,1.73,165,152,63,1.39,1056.0,Strength,30.6,2.1,4,2,25.36,0.9212121212121213,High,759.7122302158274,0.5522915109415142,False,1056.0
37,Female,71.2,1.64,162,120,73,1.11,666.0,HIIT,29.9,1.7,3,2,26.47,0.7407407407407407,Mid,600.0,-0.8781582792256827,False,666.0
41,Male,78.8,1.72,172,132,62,1.01,660.0,Cardio,27.3,3.1,4,2,26.64,0.7674418604651163,Mid,653.4653465346535,-0.9001651990744088,False,660.0
50,Male,50.6,1.69,162,156,60,1.31,1012.0,Cardio,23.8,3.0,2,1,17.72,0.9629629629629629,High,772.5190839694657,0.39090743205085604,False,1012.0
41,Male,82.5,1.79,185,139,61,1.69,1163.0,Cardio,14.7,3.5,4,3,25.75,0.7513513513513513,Mid,688.1656804733728,0.9447482482437964,False,1163.0
28,Male,108.5,1.79,183,120,68,1.33,878.0,HIIT,24.8,2.1,4,2,33.86,0.6557377049180327,Low,660.1503759398496,-0.10058044457069364,False,878.0
25,Male,49.9,1.98,165,122,68,1.15,772.0,Yoga,25.7,2.1,3,2,12.73,0.7393939393939394,Mid,671.304347826087,-0.4893693618981882,False,772.0
53,Male,125.1,1.91,171,137,70,0.52,353.0,Strength,28.3,3.1,2,1,34.29,0.8011695906432749,Mid,678.8461538461538,-2.026185931334228,False,353.0
55,Female,79.7,1.66,195,160,68,1.06,763.0,Cardio,27.8,1.9,2,1,28.92,0.8205128205128205,Mid,719.8113207547169,-0.5223797416712773,False,763.0
57,Male,126.8,1.63,161,133,73,0.96,632.0,Yoga,20.8,2.1,2,1,47.72,0.8260869565217391,Mid,658.3333333333334,-1.002864158368464,False,632.0
37,Female,54.6,1.57,170,150,62,1.31,982.0,Strength,32.1,2.4,3,1,22.15,0.8823529411764706,High,749.618320610687,0.2808728328072255,False,982.0
52,Female,47.8,1.54,198,146,63,1.34,880.0,Cardio,29.8,1.9,3,2,20.16,0.7373737373737373,Mid,656.7164179104477,-0.09324480462111827,False,880.0
42,Male,97.9,1.91,193,136,73,1.01,680.0,Strength,29.0,2.8,3,2,26.84,0.7046632124352331,Mid,673.2673267326733,-0.8268087995786552,False,680.0
52,Female,63.1,1.54,185,165,67,1.36,1010.0,Strength,34.8,1.8,3,2,26.61,0.8918918918918919,High,742.6470588235294,0.3835717921012807,False,1010.0
42,Female,72.4,1.69,177,148,61,1.07,713.0,Yoga,29.0,2.3,3,2,25.35,0.8361581920903954,Mid,666.3551401869158,-0.7057707404106616,False,713.0
46,Female,58.9,1.7,180,155,53,1.52,1060.0,Strength,17.1,2.7,4,3,20.38,0.8611111111111112,High,697.3684210526316,0.5669627908406649,False,1060.0
35,Female,50.4,1.6,195,156,59,1.03,803.0,Cardio,29.1,1.9,4,2,19.69,0.8,Mid,779.6116504854368,-0.37566694267976997,False,803.0
35,Female,64.2,1.59,199,145,66,1.63,1182.0,Yoga,16.6,2.7,5,3,25.39,0.7286432160804021,Mid,725.1533742331288,1.0144368277647624,False,1182.0
19,Female,58.8,1.77,181,136,53,1.4,952.0,HIIT,32.8,2.7,2,1,18.77,0.7513812154696132,Mid,680.0,0.170838233563595,False,952.0
52,Male,105.2,1.62,189,141,61,1.36,949.0,HIIT,27.6,3.2,3,1,40.09,0.746031746031746,Mid,697.7941176470588,0.15983477363923196,False,949.0
33,Female,45.9,1.5,189,144,62,0.92,662.0,Yoga,29.8,1.7,3,1,20.4,0.7619047619047619,Mid,719.5652173913044,-0.8928295591248334,False,662.0
58,Female,65.2,1.63,167,121,53,1.12,610.0,HIIT,25.4,2.0,3,2,24.54,0.7245508982035929,Mid,544.6428571428571,-1.083556197813793,False,610.0
53,Female,56.3,1.79,193,141,59,1.52,964.0,Strength,16.5,2.7,5,3,17.57,0.7305699481865285,Mid,634.2105263157895,0.21485207326104722,False,964.0
50,Male,90.0,1.7,168,124,74,0.81,497.0,Cardio,22.9,2.7,2,1,31.14,0.7380952380952381,Mid,613.5802469135803,-1.4980198549648014,False,497.0
21,Female,60.0,1.7,179,123,52,1.97,1212.0,Strength,19.1,2.7,5,3,20.76,0.6871508379888268,Low,615.2284263959391,1.1244714270083929,False,1212.0
50,Male,51.5,1.71,199,155,64,1.48,1136.0,Yoga,20.9,2.9,2,1,17.61,0.7788944723618091,Mid,767.5675675675676,0.8457171089245289,False,1136.0
31,Female,63.1,1.64,184,125,51,1.54,962.0,Cardio,19.0,2.7,4,3,23.46,0.6793478260869565,Low,624.6753246753246,0.20751643331147185,False,962.0
38,Male,91.5,1.77,178,140,74,0.8,616.0,Yoga,26.7,3.4,2,1,29.21,0.7865168539325843,Mid,770.0,-1.061549277965067,False,616.0
37,Male,48.7,1.67,164,132,74,1.39,1009.0,Yoga,27.3,3.0,2,1,17.46,0.8048780487804879,Mid,725.8992805755396,0.379903972126493,False,1009.0
25,Female,57.8,1.56,170,156,66,1.35,1053.0,Yoga,29.3,1.6,3,2,23.75,0.9176470588235294,High,780.0,0.5412880510171512,False,1053.0
24,Female,42.0,1.75,174,144,55,0.83,598.0,Strength,31.8,2.3,3,1,13.71,0.8275862068965517,Mid,720.4819277108434,-1.1275700375112452,False,598.0
20,Male,128.4,1.92,167,145,57,0.63,502.0,Cardio,26.1,2.0,2,1,34.83,0.8682634730538922,High,796.8253968253969,-1.479680755090863,False,502.0
34,Female,74.2,1.57,178,158,52,1.47,1161.0,Cardio,32.7,2.4,3,1,30.1,0.8876404494382022,High,789.795918367347,0.937412608294221,False,1161.0
50,Male,89.6,1.68,182,139,74,1.79,1232.0,Cardio,12.2,3.5,5,3,31.75,0.7637362637362637,Mid,688.268156424581,1.1978278265041467,False,1232.0
29,Male,125.9,2.0,186,152,67,1.36,1137.0,Strength,24.7,3.1,4,2,31.48,0.8172043010752689,Mid,836.0294117647059,0.8493849288993166,False,1137.0
39,Male,105.5,1.99,199,133,71,0.81,593.0,HIIT,26.4,2.5,2,1,26.64,0.6683417085427136,Low,732.0987654320987,-1.1459091373851837,False,593.0
39,Male,93.4,1.7,191,155,50,1.1,938.0,Strength,21.1,2.5,4,2,32.32,0.8115183246073299,Mid,852.7272727272726,0.11948875391656742,False,938.0
47,Male,82.1,1.84,185,136,65,1.37,922.0,Strength,24.4,3.4,4,2,24.25,0.7351351351351352,Mid,672.9927007299269,0.060803634319964474,False,922.0
55,Female,42.9,1.69,186,140,56,0.9,567.0,Yoga,34.7,2.4,2,1,15.02,0.7526881720430108,Mid,630.0,-1.2412724567296636,False,567.0
55,Male,128.4,1.68,178,165,52,1.13,923.0,Cardio,20.4,2.6,4,2,45.49,0.9269662921348315,High,816.8141592920355,0.06447145429475216,False,923.0
25,Male,112.4,1.96,188,135,72,1.42,1054.0,Cardio,23.2,2.5,2,1,29.26,0.7180851063829787,Mid,742.2535211267606,0.5449558709919388,False,1054.0
44,Female,77.7,1.79,198,165,53,1.41,1047.0,HIIT,28.1,2.2,3,1,24.25,0.8333333333333334,Mid,742.5531914893618,0.519281131168425,False,1047.0
44,Male,89.3,1.99,192,135,58,1.4,936.0,HIIT,26.3,2.0,4,2,22.55,0.703125,Mid,668.5714285714287,0.11215311396699205,False,936.0
51,Female,70.3,1.55,178,139,54,1.4,876.0,Yoga,26.1,1.6,3,1,29.26,0.7808988764044944,Mid,625.7142857142858,-0.107916084520269,False,876.0
38,Female,59.1,1.72,196,148,68,1.07,792.0,Cardio,31.3,1.7,3,2,19.98,0.7551020408163265,Mid,740.1869158878504,-0.4160129624024345,False,792.0
47,Female,49.9,1.69,178,147,64,1.48,979.0,HIIT,26.0,1.7,3,2,17.47,0.8258426966292135,Mid,661.4864864864865,0.2698693728828625,False,979.0
50,Male,101.7,1.67,192,127,57,0.53,333.0,HIIT,20.9,2.9,2,1,36.47,0.6614583333333334,Low,628.3018867924528,-2.0995423308299817,False,333.0
45,Male,93.0,1.91,175,143,55,1.03,729.0,Cardio,27.3,3.7,3,2,25.49,0.8171428571428572,Mid,707.7669902912621,-0.6470856208140586,False,729.0
50,Male,87.4,1.6,182,122,67,0.77,465.0,Strength,23.2,3.1,2,1,34.14,0.6703296703296703,Low,603.8961038961039,-1.6153900941580073,False,465.0
22,Female,55.1,1.61,166,144,68,1.62,1166.0,HIIT,19.9,2.7,4,3,21.26,0.8674698795180723,High,719.753086419753,0.9557517081681595,False,1166.0
36,Male,123.7,1.69,185,138,73,1.3,987.0,Cardio,20.4,2.1,4,2,43.31,0.745945945945946,Mid,759.2307692307692,0.299211932681164,False,987.0
21,Female,61.3,1.57,191,152,64,1.94,1474.0,HIIT,17.2,2.7,4,3,24.87,0.7958115183246073,Mid,759.7938144329897,2.085440260402766,False,1474.0
52,Male,72.3,1.94,171,121,56,1.46,874.0,Yoga,21.1,2.9,3,2,19.21,0.7076023391812866,Mid,598.6301369863014,-0.11525172446984437,False,874.0
34,Female,69.2,1.53,167,134,59,1.36,911.0,HIIT,28.5,2.1,2,1,29.56,0.8023952095808383,Mid,669.8529411764705,0.020457614597299948,False,911.0
45,Male,81.4,1.61,164,141,55,1.14,796.0,Cardio,30.0,2.2,4,2,31.4,0.8597560975609756,High,698.2456140350878,-0.4013416825032838,False,796.0
47,Male,84.8,1.86,187,129,63,1.85,1181.0,HIIT,14.4,3.5,5,3,24.51,0.6898395721925134,Low,638.3783783783783,1.0107690077899747,False,1181.0
46,Male,55.1,1.72,164,137,66,1.43,970.0,Yoga,20.5,3.6,3,2,18.62,0.8353658536585366,Mid,678.3216783216784,0.23685899310977332,False,970.0
23,Female,59.0,1.78,185,141,58,1.67,1177.0,Yoga,17.8,2.7,5,3,18.62,0.7621621621621621,Mid,704.7904191616767,0.996097727890824,False,1177.0
52,Female,64.9,1.51,164,165,68,1.83,1359.0,HIIT,18.2,2.7,4,3,28.46,1.0060975609756098,High,742.6229508196722,1.6636409633021825,False,1359.0
58,Male,109.7,1.75,181,168,54,1.01,840.0,HIIT,22.1,2.7,2,1,35.82,0.9281767955801105,High,831.6831683168317,-0.23995760361262564,False,840.0
54,Male,78.4,1.9,174,146,72,0.81,585.0,Yoga,21.5,3.7,2,1,21.72,0.8390804597701149,Mid,722.2222222222222,-1.1752516971834852,False,585.0
41,Female,76.7,1.79,172,132,56,1.4,832.0,Yoga,34.0,2.0,4,2,23.94,0.7674418604651163,Mid,594.2857142857143,-0.2693001634109271,False,832.0
46,Female,63.1,1.61,187,152,68,1.0,684.0,Strength,34.7,2.2,4,2,24.34,0.8128342245989305,Mid,684.0,-0.8121375196795044,False,684.0
48,Female,62.9,1.58,192,124,69,1.98,1105.0,Strength,20.0,2.7,4,3,25.2,0.6458333333333334,Low,558.0808080808081,0.7320146897061107,False,1105.0
52,Male,85.6,1.74,182,145,56,1.84,1321.0,Yoga,13.9,3.5,4,3,28.27,0.7967032967032966,Mid,717.9347826086956,1.5242638042602505,False,1321.0
50,Female,66.3,1.57,192,132,73,1.25,742.0,HIIT,31.6,1.6,2,1,26.9,0.6875,Low,593.6,-0.5994039611418187,False,742.0
38,Male,61.3,1.97,177,146,51,1.37,1100.0,Cardio,23.5,2.8,3,1,15.8,0.8248587570621468,Mid,802.9197080291971,0.7136755898321723,False,1100.0
49,Female,44.1,1.65,189,133,74,1.16,694.0,HIIT,26.7,1.8,4,2,16.2,0.7037037037037037,Mid,598.2758620689656,-0.7754593199316275,False,694.0
40,Male,63.8,1.62,185,143,72,1.3,1022.0,HIIT,20.8,3.4,2,1,24.31,0.772972972972973,Mid,786.1538461538461,0.42758563179873293,False,1022.0
50,Female,55.4,1.55,175,122,65,1.85,1016.0,Strength,18.5,2.7,4,3,23.06,0.6971428571428572,Low,549.1891891891892,0.40557871195000683,False,1016.0
20,Female,74.7,1.58,172,166,62,1.04,863.0,Strength,32.8,2.4,3,2,29.92,0.9651162790697675,High,829.8076923076923,-0.1555977441925089,False,863.0
35,Female,78.0,1.67,198,168,57,1.13,949.0,Strength,33.3,2.5,4,2,27.97,0.8484848484848485,Mid,839.8230088495576,0.15983477363923196,False,949.0
42,Female,57.5,1.67,192,149,55,1.14,764.0,Yoga,34.1,2.4,2,1,20.62,0.7760416666666666,Mid,670.1754385964913,-0.5187119216964896,False,764.0
59,Female,60.7,1.73,185,154,55,1.03,714.0,Yoga,33.8,2.5,3,2,20.28,0.8324324324324325,Mid,693.2038834951456,-0.7021029204358739,False,714.0
48,Male,69.0,1.74,160,167,58,1.48,1223.0,HIIT,30.0,2.3,3,2,22.79,1.04375,High,826.3513513513514,1.1648174467310575,False,1223.0
20,Female,75.8,1.78,197,133,53,1.42,944.0,HIIT,27.4,2.0,4,2,23.92,0.6751269035532995,Low,664.7887323943662,0.14149567376529354,False,944.0
57,Female,75.7,1.63,161,131,60,0.69,407.0,Cardio,32.6,2.3,3,1,28.49,0.8136645962732919,Mid,589.8550724637681,-1.828123652695693,False,407.0
